Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level,Age_Group,Income_Band,Over_worked_Flag,Promotion_Gap
EMP-01597,42,Male,Analyst,10162,3,3,5.9,6,156.4,13,13,4,2,2,36-45,High,No,Yes
EMP-01598,42,Female,"Sales Executive",9492,1,1,23.2,2,163.7,21,19,6,4,2,36-45,High,No,Yes
EMP-01603,32,Male,Manager,7179,1,2,8.1,4,171,10,7,2,1,2,26-35,Medium,No,Yes
EMP-01613,44,Female,"Data Scientist",7937,2,2,15.6,5,178.8,19,12,4,4,2,36-45,Medium,No,Yes
EMP-01618,33,Male,"Software Engineer",9811,3,3,11.7,5,179.5,11,11,2,3,2,26-35,High,No,Yes
EMP-01621,47,Female,Analyst,10987,4,2,12.1,2,158.7,25,14,1,5,2,45+,High,No,Yes
EMP-01640,36,Male,"HR Specialist",7812,3,2,13.1,8,153.8,11,8,1,2,2,36-45,Medium,No,Yes
EMP-01647,53,Male,"Sales Executive",7934,1,4,5.6,3,158.3,15,8,2,2,2,45+,Medium,No,Yes
EMP-01653,39,Female,"Software Engineer",9601,4,2,4.5,4,158.8,16,14,6,3,2,36-45,High,No,Yes
EMP-01654,33,Female,"HR Specialist",7115,1,2,6.9,7,198.1,6,3,0,3,2,26-35,Medium,No,Yes
EMP-01665,34,Female,Manager,6979,4,2,10.9,4,183.2,11,10,2,2,2,26-35,Medium,No,Yes
EMP-01668,36,Male,Analyst,7784,1,2,13.7,8,167.9,12,6,5,2,2,36-45,Medium,No,Yes
EMP-01677,38,Male,"Data Scientist",8289,3,2,4.3,7,153,14,11,0,4,2,36-45,Medium,No,Yes
EMP-01678,45,Female,"Sales Executive",8714,3,3,11.9,7,155.4,14,11,0,4,2,36-45,Medium,No,Yes
EMP-01692,47,Female,Manager,11958,3,3,6,2,120,20,15,2,2,2,45+,High,No,Yes
EMP-01693,39,Male,Analyst,11652,2,2,15.5,7,150.4,14,8,6,2,2,36-45,High,No,Yes
EMP-01701,46,Female,"Software Engineer",10949,2,2,7.7,3,167.1,15,7,0,3,2,45+,High,No,Yes
EMP-01704,42,Female,"HR Specialist",8636,2,3,5,3,141.9,18,10,2,4,2,36-45,Medium,No,Yes
EMP-01705,39,Male,"HR Specialist",9126,1,3,3.3,3,176.7,17,12,4,4,2,36-45,High,No,Yes
EMP-01738,40,Male,"HR Specialist",10535,3,2,11.4,4,199.3,19,11,1,3,2,36-45,High,No,Yes
EMP-01740,43,Female,"Sales Executive",9118,3,2,8.3,3,139.3,17,17,1,3,2,36-45,High,No,Yes
EMP-01742,43,Female,Analyst,10567,1,2,7.1,8,152.4,9,6,0,2,2,36-45,High,No,Yes
EMP-01750,42,Female,Analyst,7417,3,2,16.1,7,211.9,10,7,3,3,2,36-45,Medium,Yes,Yes
EMP-01757,44,Female,"HR Specialist",8378,4,2,13.3,6,128,16,15,0,4,2,36-45,Medium,No,Yes
EMP-01768,27,Male,Analyst,7831,2,3,36.2,8,178.8,7,5,6,3,2,26-35,Medium,No,Yes
EMP-01772,49,Male,"Sales Executive",11381,2,3,3.9,2,194.4,28,18,0,5,2,45+,High,No,Yes
EMP-01781,39,Female,Analyst,10173,1,4,6.2,5,175.8,9,7,2,5,2,36-45,High,No,Yes
EMP-01783,31,Female,Manager,8043,1,2,10.6,4,158.9,4,4,0,3,2,26-35,Medium,No,Yes
EMP-01785,42,Female,Manager,6899,1,1,17.5,3,151.8,9,6,6,4,2,36-45,Medium,No,Yes
EMP-01790,35,Male,Analyst,6414,1,3,4.6,6,194.7,4,4,4,3,2,26-35,Medium,No,Yes
EMP-01797,32,Male,Manager,7815,1,2,3,7,173.5,8,8,0,4,2,26-35,Medium,No,Yes
EMP-01800,43,Female,"Software Engineer",7165,4,3,5.6,2,219.9,20,11,5,3,2,36-45,Medium,Yes,Yes
EMP-01801,38,Female,"Data Scientist",6106,2,2,16,8,192.8,12,4,4,4,2,36-45,Medium,No,Yes
EMP-01804,37,Male,"Software Engineer",6673,3,3,8.6,7,175.3,10,9,2,4,2,36-45,Medium,No,Yes
EMP-01808,35,Male,Analyst,9599,2,3,11.7,2,175.9,13,10,2,4,2,26-35,High,No,Yes
EMP-01814,32,Female,"HR Specialist",8344,2,2,18.8,7,155.5,12,12,4,1,2,26-35,Medium,No,Yes
EMP-01818,45,Female,"Software Engineer",11896,2,4,3.2,4,171.2,24,13,0,2,2,36-45,High,No,Yes
EMP-01822,37,Female,"Data Scientist",10547,3,3,2.5,4,181.5,12,12,4,4,2,36-45,High,No,Yes
EMP-01826,36,Female,Manager,9038,3,2,28.7,4,205.7,14,9,6,5,2,36-45,High,Yes,Yes
EMP-01830,40,Male,"HR Specialist",6045,2,3,2.9,6,200.8,14,12,0,3,2,36-45,Medium,Yes,Yes
EMP-01834,43,Male,"HR Specialist",6856,2,1,6.7,2,173.8,21,4,3,1,2,36-45,Medium,No,Yes
EMP-01837,33,Female,"Data Scientist",8431,1,3,7.6,2,199.7,9,6,2,3,2,26-35,Medium,No,Yes
EMP-01838,46,Female,Analyst,10409,2,4,23.1,4,170.8,10,10,1,2,2,45+,High,No,Yes
EMP-01844,30,Female,Manager,5689,3,1,11.8,6,210.1,8,6,6,4,2,26-35,Medium,Yes,Yes
EMP-01848,44,Male,"HR Specialist",8815,4,2,14.7,7,120,20,20,3,4,2,36-45,Medium,No,Yes
EMP-01852,46,Male,Manager,8114,3,3,3,3,200,20,20,2,5,2,45+,Medium,No,Yes
EMP-01854,42,Female,"HR Specialist",10749,4,3,6,5,189.9,20,16,4,3,2,36-45,High,No,Yes
EMP-01856,39,Female,"Software Engineer",6515,3,2,7.2,3,150.7,17,13,3,2,2,36-45,Medium,No,Yes
EMP-01857,43,Female,Analyst,7463,2,1,9.6,5,205.3,13,8,3,3,2,36-45,Medium,Yes,Yes
EMP-01864,47,Male,"Data Scientist",10498,2,3,14.7,2,137.3,23,15,0,4,2,45+,High,No,Yes
EMP-01874,34,Male,Manager,7694,3,2,7.4,5,225.7,9,9,0,4,2,26-35,Medium,Yes,Yes
EMP-01878,45,Female,Manager,9940,4,1,13.2,6,166.7,19,11,5,3,2,36-45,High,No,Yes
EMP-01886,39,Male,"Software Engineer",9434,4,2,4.3,6,191.5,13,9,3,3,2,36-45,High,No,Yes
EMP-01889,38,Female,"HR Specialist",6509,2,3,8,2,128,17,14,6,1,2,36-45,Medium,No,Yes
EMP-01898,31,Male,"Sales Executive",8291,4,2,12.6,7,180.2,10,9,0,5,2,26-35,Medium,No,Yes
EMP-01912,40,Male,"Software Engineer",9793,3,3,3.6,3,189.3,13,12,5,2,2,36-45,High,No,Yes
EMP-01917,38,Female,"Software Engineer",8677,2,4,6,5,202.8,14,9,0,5,2,36-45,Medium,Yes,Yes
EMP-01920,34,Male,Manager,8973,1,2,10.1,7,173.8,9,9,6,4,2,26-35,Medium,No,Yes
EMP-01924,29,Female,Analyst,9601,2,1,8.3,6,154.5,5,5,3,4,2,26-35,High,No,Yes
EMP-01931,45,Male,"Software Engineer",7431,2,1,18,8,177.6,22,20,0,3,2,36-45,Medium,No,Yes
EMP-01937,43,Female,"HR Specialist",11645,2,4,8.1,2,164,18,12,2,3,2,36-45,High,No,Yes
EMP-01945,28,Female,Analyst,9660,2,1,33.4,8,141.5,8,4,4,3,2,26-35,High,No,Yes
EMP-01955,44,Male,"Software Engineer",10378,2,4,1.4,4,152.1,20,17,4,4,2,36-45,High,No,Yes
EMP-01963,36,Female,"Sales Executive",7554,2,1,5,7,143.2,15,9,5,2,2,36-45,Medium,No,Yes
EMP-01970,35,Male,"HR Specialist",8605,2,4,31.7,8,185.3,9,7,4,1,2,26-35,Medium,No,Yes
EMP-01976,49,Female,"Sales Executive",9220,2,1,6.5,5,202.6,13,10,0,2,2,45+,High,Yes,Yes
EMP-01977,36,Female,"Software Engineer",8380,1,3,25.5,7,161.7,12,12,6,4,2,36-45,Medium,No,Yes
EMP-01979,40,Female,"HR Specialist",7350,3,1,6.5,2,222.4,12,7,2,4,2,36-45,Medium,Yes,Yes
EMP-01985,31,Female,"Sales Executive",8869,3,1,5.7,2,186.5,10,8,0,2,2,26-35,Medium,No,Yes
EMP-01993,35,Male,Analyst,7159,2,1,13.3,7,178.8,13,13,6,2,2,26-35,Medium,No,Yes
EMP-02006,34,Female,Manager,9335,2,1,10.9,8,204.3,12,8,3,4,2,26-35,High,Yes,Yes
EMP-02014,39,Female,"Sales Executive",7737,2,4,27.7,6,180.2,14,9,0,3,2,36-45,Medium,No,Yes
EMP-02024,51,Male,Analyst,13226,2,3,8.3,3,158.3,10,9,5,3,2,45+,High,No,Yes
EMP-02042,36,Male,Manager,11527,4,2,7.9,2,130.8,14,13,3,3,2,36-45,High,No,Yes
EMP-02048,32,Male,"Data Scientist",6014,1,2,13.8,6,163.3,7,5,6,5,2,26-35,Medium,No,Yes
EMP-02055,46,Male,"HR Specialist",8725,4,1,2.5,7,196.2,18,13,4,3,2,45+,Medium,No,Yes
EMP-02058,33,Female,Manager,9075,3,2,11.6,2,160.5,10,9,6,1,2,26-35,High,No,Yes
EMP-02067,38,Male,Analyst,10890,2,1,12,7,179.7,12,7,5,3,2,36-45,High,No,Yes
EMP-02075,39,Male,"Data Scientist",8990,2,2,10,5,181.8,16,7,1,5,2,36-45,Medium,No,Yes
EMP-02080,37,Female,"Software Engineer",10858,2,3,1.8,5,187.4,11,11,6,4,2,36-45,High,No,Yes
EMP-02081,32,Female,"Software Engineer",5427,2,3,10.8,6,180.3,9,9,5,3,2,26-35,Medium,No,Yes
EMP-02099,30,Female,"Software Engineer",8941,2,3,22.6,8,200.1,8,6,2,3,2,26-35,Medium,Yes,Yes
EMP-02100,39,Female,"Software Engineer",9920,3,2,3.2,6,209.5,13,11,6,4,2,36-45,High,Yes,Yes
EMP-02107,37,Female,"Software Engineer",10127,1,2,2.7,8,182.9,9,9,3,3,2,36-45,High,No,Yes
EMP-02109,40,Male,"Software Engineer",9895,4,2,13.5,7,180.2,13,11,0,3,2,36-45,High,No,Yes
EMP-02115,32,Male,"Sales Executive",7979,2,1,23.4,3,188.6,5,3,1,3,2,26-35,Medium,No,Yes
EMP-02116,46,Female,"Software Engineer",8144,4,2,8.5,4,168.4,20,17,5,1,2,45+,Medium,No,Yes
EMP-02119,47,Female,Analyst,9854,2,2,4.1,3,169.4,22,8,5,5,2,45+,High,No,Yes
EMP-02120,41,Male,"Sales Executive",8513,1,2,14.8,5,158.9,19,7,1,3,2,36-45,Medium,No,Yes
EMP-02130,43,Female,Analyst,10036,3,4,8.6,5,210.2,15,15,5,3,2,36-45,High,Yes,Yes
EMP-02132,37,Male,"HR Specialist",6244,3,3,5.1,3,213.8,7,7,2,2,2,36-45,Medium,Yes,Yes
EMP-02133,39,Male,"Sales Executive",8272,2,1,5.6,8,161.7,17,13,5,4,2,36-45,Medium,No,Yes
EMP-02135,47,Male,"Sales Executive",10914,2,3,2.2,7,151,22,12,6,3,2,45+,High,No,Yes
EMP-02138,44,Male,"Data Scientist",10115,3,4,7.7,8,194.5,23,11,6,3,2,36-45,High,No,Yes
EMP-02148,46,Female,Manager,11766,3,2,5.7,7,198.3,23,17,5,4,2,45+,High,No,Yes
EMP-02157,37,Male,Analyst,6638,2,3,9.3,3,164.8,9,7,6,3,2,36-45,Medium,No,Yes
EMP-02161,41,Male,"Sales Executive",6879,4,2,3.3,2,163.9,15,13,2,1,2,36-45,Medium,No,Yes
EMP-02165,45,Female,Analyst,11486,3,3,18.3,6,180.2,19,16,4,3,2,36-45,High,No,Yes
EMP-02168,42,Female,Analyst,9897,4,3,3.3,6,216.5,12,11,3,3,2,36-45,High,Yes,Yes
EMP-02169,46,Female,Analyst,9544,1,3,2.1,7,229.1,21,13,1,4,2,45+,High,Yes,Yes
EMP-02170,42,Male,Manager,9308,4,1,13.1,4,170.5,13,11,2,4,2,36-45,High,No,Yes
EMP-02173,40,Male,"Software Engineer",9190,1,1,26.7,5,128,16,16,6,4,2,36-45,High,No,Yes
EMP-02174,32,Female,"Software Engineer",8340,3,2,8.9,2,164.4,10,9,0,4,2,26-35,Medium,No,Yes
EMP-02183,34,Male,Manager,10425,1,1,12,4,148.9,10,10,4,2,2,26-35,High,No,Yes
EMP-02191,41,Male,"Sales Executive",11152,1,1,5.9,6,171.3,21,5,1,4,2,36-45,High,No,Yes
EMP-02205,39,Male,Manager,8037,3,3,12.4,6,159.9,15,10,0,3,2,36-45,Medium,No,Yes
EMP-02206,60,Male,"Software Engineer",13375,3,1,18.9,8,154.3,20,10,2,3,2,45+,High,No,Yes
EMP-02207,28,Male,"Data Scientist",6192,2,4,7,2,211.7,7,7,5,1,2,26-35,Medium,Yes,Yes
EMP-02209,46,Male,"HR Specialist",8475,3,3,11.9,7,189.2,25,12,4,4,2,45+,Medium,No,Yes
EMP-02219,35,Male,"Software Engineer",8794,2,2,15.4,6,201,10,8,1,3,2,26-35,Medium,Yes,Yes
EMP-02239,39,Male,"HR Specialist",11081,4,3,3.1,8,208.1,17,13,3,4,2,36-45,High,Yes,Yes
EMP-02242,35,Female,"Sales Executive",8551,1,3,16.1,7,172.7,10,7,1,3,2,26-35,Medium,No,Yes
EMP-02248,32,Female,Manager,8055,2,2,19.2,3,171.7,6,6,3,3,2,26-35,Medium,No,Yes
EMP-02253,39,Male,Analyst,8044,2,3,9.8,3,147.9,17,17,2,3,2,36-45,Medium,No,Yes
EMP-02254,37,Female,"Data Scientist",7172,3,2,9.8,5,194.7,17,16,6,5,2,36-45,Medium,No,Yes
EMP-02260,36,Female,Analyst,10579,2,3,10.8,4,169,11,8,4,1,2,36-45,High,No,Yes
EMP-02262,34,Female,Manager,7148,4,1,2,4,218.6,11,11,6,3,2,26-35,Medium,Yes,Yes
EMP-02276,44,Female,"HR Specialist",12829,2,2,14.7,6,149.6,20,20,1,1,2,36-45,High,No,Yes
EMP-02294,39,Female,"HR Specialist",10063,2,2,12.1,5,165.5,11,10,1,3,2,36-45,High,No,Yes
EMP-02299,46,Female,Manager,8598,4,3,6.3,3,200.2,24,22,6,3,2,45+,Medium,Yes,Yes
EMP-02302,49,Female,"Software Engineer",10577,4,2,5.9,7,206.4,23,14,6,2,2,45+,High,Yes,Yes
EMP-02319,33,Female,Analyst,10663,1,2,6.9,4,162.8,8,8,6,5,2,26-35,High,No,Yes
EMP-02322,40,Female,"Data Scientist",8368,1,2,2.9,6,210,14,12,0,2,2,36-45,Medium,Yes,Yes
EMP-02325,38,Male,Manager,9624,3,1,7,6,175.3,9,9,0,3,2,36-45,High,No,Yes
EMP-02328,45,Female,"Software Engineer",11929,3,3,16.9,6,159,18,11,0,3,2,36-45,High,No,Yes
EMP-02332,49,Female,"HR Specialist",10456,3,3,2.8,7,189.4,12,12,5,2,2,45+,High,No,Yes
EMP-02333,35,Female,"Software Engineer",6914,3,2,16.4,8,169.4,15,11,4,3,2,26-35,Medium,No,Yes
EMP-02338,34,Female,"Software Engineer",6001,2,2,2,7,167.9,7,7,0,3,2,26-35,Medium,No,Yes
EMP-02340,45,Male,Manager,10857,4,1,22.6,3,150.6,18,10,3,3,2,36-45,High,No,Yes
EMP-02341,38,Male,"HR Specialist",8140,3,3,10.1,7,162.4,13,12,0,3,2,36-45,Medium,No,Yes
EMP-02353,44,Female,Analyst,9732,2,3,4.9,4,194.3,12,10,1,3,2,36-45,High,No,Yes
EMP-02354,40,Female,"Sales Executive",10674,3,1,24.7,5,210.6,8,5,3,4,2,36-45,High,Yes,Yes
EMP-02370,38,Female,"HR Specialist",7820,2,1,3.4,8,166,7,5,6,4,2,36-45,Medium,No,Yes
EMP-02373,34,Male,Analyst,9464,2,2,7.6,4,178.9,8,6,0,4,2,26-35,High,No,Yes
EMP-02374,34,Male,Manager,5966,1,2,10.2,6,152.6,8,4,2,3,2,26-35,Medium,No,Yes
EMP-02376,32,Male,"Software Engineer",5828,4,4,15.8,2,195.8,11,11,6,5,2,26-35,Medium,No,Yes
EMP-02377,47,Female,Manager,8006,3,3,4.3,4,135.3,21,15,6,4,2,45+,Medium,No,Yes
EMP-02380,31,Female,Analyst,7797,4,2,5.9,4,183.2,9,9,3,3,2,26-35,Medium,No,Yes
EMP-02381,42,Male,"HR Specialist",6994,4,4,7.1,3,159,14,13,0,4,2,36-45,Medium,No,Yes
EMP-02386,36,Male,Analyst,9324,4,1,8.8,7,195.8,14,9,0,3,2,36-45,High,No,Yes
EMP-02397,45,Female,"HR Specialist",10150,2,3,18.7,6,167.1,19,14,5,2,2,36-45,High,No,Yes
EMP-02413,33,Female,"Sales Executive",7512,1,1,11.8,8,168.4,3,3,4,3,2,26-35,Medium,No,Yes
EMP-02421,33,Female,Manager,6289,1,2,14.4,8,162.3,11,4,5,4,2,26-35,Medium,No,Yes
EMP-02426,43,Male,"Data Scientist",11216,1,2,5.4,8,216.7,11,9,2,3,2,36-45,High,Yes,Yes
EMP-02427,33,Male,"HR Specialist",10304,1,2,8.2,3,151.2,6,5,3,4,2,26-35,High,No,Yes
EMP-02435,33,Male,Manager,8394,4,1,12.9,8,196.3,9,8,1,3,2,26-35,Medium,No,Yes
EMP-02436,56,Male,"Software Engineer",9433,4,3,7.4,5,167.9,35,33,2,5,2,45+,High,No,Yes
EMP-02445,46,Female,"Software Engineer",12002,3,3,19.3,7,166.6,25,25,0,3,2,45+,High,No,Yes
EMP-02446,44,Female,Analyst,9644,3,3,5.5,2,187.8,16,12,4,4,2,36-45,High,No,Yes
EMP-02451,36,Male,"HR Specialist",6901,2,3,10,2,183.2,7,6,1,3,2,36-45,Medium,No,Yes
EMP-02477,44,Male,"Sales Executive",8959,2,2,5.5,3,147.4,18,10,4,3,2,36-45,Medium,No,Yes
EMP-02480,40,Female,Manager,8035,2,3,12.2,7,183.3,10,7,4,5,2,36-45,Medium,No,Yes
EMP-02481,38,Male,"HR Specialist",10003,4,2,5.3,4,208.8,14,12,6,2,2,36-45,High,Yes,Yes
EMP-02485,38,Female,Analyst,6817,2,2,11.5,2,245.6,14,8,5,3,2,36-45,Medium,Yes,Yes
EMP-02491,41,Male,"HR Specialist",7517,3,3,29.9,7,168.4,13,9,5,4,2,36-45,Medium,No,Yes
EMP-02497,52,Female,"Sales Executive",10421,2,3,5.7,7,180.2,15,10,6,3,2,45+,High,No,Yes
EMP-02507,45,Male,"Sales Executive",11649,1,1,5.8,2,207.6,13,10,6,1,2,36-45,High,Yes,Yes
EMP-02511,29,Male,"HR Specialist",6132,3,1,13.8,2,217,8,6,6,2,2,26-35,Medium,Yes,Yes
EMP-02512,48,Female,"Sales Executive",8558,3,2,13.1,5,189.9,18,10,0,3,2,45+,Medium,No,Yes
EMP-02528,42,Male,Manager,8286,4,2,1,5,179.2,14,14,0,3,2,36-45,Medium,No,Yes
EMP-02530,37,Female,"Software Engineer",9345,4,3,10,8,200.9,11,11,3,3,2,36-45,High,Yes,Yes
EMP-02546,43,Female,"HR Specialist",7815,1,1,17.3,5,160.1,8,4,3,4,2,36-45,Medium,No,Yes
EMP-02547,44,Female,Analyst,9060,4,2,9.5,5,184.1,13,11,5,4,2,36-45,High,No,Yes
EMP-02554,34,Male,"HR Specialist",8859,2,3,11.1,5,150.5,12,9,5,5,2,26-35,Medium,No,Yes
EMP-02555,34,Male,"Software Engineer",7010,3,2,26,3,208.3,11,6,2,3,2,26-35,Medium,Yes,Yes
EMP-02566,29,Female,"HR Specialist",4881,3,2,19.3,8,166.9,9,6,0,3,2,26-35,Low,No,Yes
EMP-02574,40,Male,"Software Engineer",9832,2,1,11.6,2,180.1,17,5,4,3,2,36-45,High,No,Yes
EMP-02575,37,Female,"HR Specialist",10189,4,2,16,2,231.4,8,7,6,3,2,36-45,High,Yes,Yes
EMP-02579,47,Male,"Data Scientist",12601,1,2,7.2,6,160.4,22,8,0,3,2,45+,High,No,Yes
EMP-02581,43,Female,"Software Engineer",9619,2,3,6,3,179.7,16,9,2,4,2,36-45,High,No,Yes
EMP-02590,49,Female,Analyst,7960,2,4,6.3,3,178.2,16,11,4,2,2,45+,Medium,No,Yes
EMP-02594,39,Male,"Sales Executive",7016,3,3,2.3,6,168,14,10,1,4,2,36-45,Medium,No,Yes
EMP-02613,32,Female,Manager,7424,2,1,10.4,5,163.5,6,6,2,3,2,26-35,Medium,No,Yes
EMP-02614,49,Male,"Data Scientist",11523,2,3,7.2,4,189.9,15,9,0,3,2,45+,High,No,Yes
EMP-02630,31,Male,"Sales Executive",9421,3,2,9.3,5,176.2,9,9,3,1,2,26-35,High,No,Yes
EMP-02632,41,Female,"Sales Executive",8569,3,3,7.1,7,206.1,18,9,2,1,2,36-45,Medium,Yes,Yes
EMP-02637,33,Male,"Software Engineer",6104,3,3,6.7,2,179.5,13,10,2,2,2,26-35,Medium,No,Yes
EMP-02638,35,Female,Analyst,7439,3,4,1.7,8,169.7,15,13,5,3,2,26-35,Medium,No,Yes
EMP-02651,34,Male,"Sales Executive",9575,3,2,15.7,8,193.3,9,8,1,3,2,26-35,High,No,Yes
EMP-02653,43,Male,"HR Specialist",9437,3,3,3.5,4,227.3,18,8,2,2,2,36-45,High,Yes,Yes
EMP-02662,37,Female,"Software Engineer",7486,2,3,9.1,8,250,15,5,1,3,2,36-45,Medium,Yes,Yes
EMP-02669,50,Female,"Sales Executive",10994,3,1,7.3,5,164,19,13,3,2,2,45+,High,No,Yes
EMP-02675,38,Male,Analyst,11140,1,2,15.1,5,177.2,10,9,6,5,2,36-45,High,No,Yes
EMP-02677,37,Female,"Software Engineer",9199,3,3,13.4,7,143.4,12,11,1,1,2,36-45,High,No,Yes
EMP-02680,38,Female,"Software Engineer",9685,4,3,19.6,8,189.2,14,14,6,3,2,36-45,High,No,Yes
EMP-02689,44,Female,"Data Scientist",10849,3,3,1.1,6,190,17,15,3,5,2,36-45,High,No,Yes
EMP-02697,45,Male,"Data Scientist",10536,3,3,9.6,6,174.2,16,15,0,4,2,36-45,High,No,Yes
EMP-02701,37,Male,"Data Scientist",7913,2,3,6.6,5,179.4,11,11,6,3,2,36-45,Medium,No,Yes
EMP-02709,42,Female,"Data Scientist",11064,3,2,9.7,2,147.1,17,16,6,3,2,36-45,High,No,Yes
EMP-02714,47,Female,"HR Specialist",9761,2,1,10.3,3,207.3,19,4,0,2,2,45+,High,Yes,Yes
EMP-02715,45,Female,Analyst,9273,2,3,12.2,4,185.3,22,9,3,1,2,36-45,High,No,Yes
EMP-02717,47,Male,"Software Engineer",8231,3,3,18.1,2,172.4,20,19,5,3,2,45+,Medium,No,Yes
EMP-02721,46,Female,Analyst,9608,3,2,8.4,3,206.6,17,13,6,3,2,45+,High,Yes,Yes
EMP-02722,41,Female,"Data Scientist",8435,1,1,17.4,4,167.3,15,10,3,3,2,36-45,Medium,No,Yes
EMP-02730,51,Male,"Sales Executive",12416,3,2,26.8,7,195.4,25,22,3,3,2,45+,High,No,Yes
EMP-02739,41,Male,Manager,7768,2,3,5.4,6,156.7,17,12,2,5,2,36-45,Medium,No,Yes
EMP-02749,34,Female,Analyst,8816,1,1,13.1,4,122.2,10,9,4,3,2,26-35,Medium,No,Yes
EMP-02767,46,Male,"Software Engineer",9998,3,1,24.1,7,128.8,9,9,2,3,2,45+,High,No,Yes
EMP-02786,43,Male,Manager,7204,2,2,5.8,7,162.4,18,6,3,3,2,36-45,Medium,No,Yes
EMP-02790,35,Male,"Data Scientist",9297,3,2,9.4,3,212.3,15,6,0,5,2,26-35,High,Yes,Yes
EMP-02795,33,Female,Analyst,10081,3,2,4.5,7,204.5,9,7,2,5,2,26-35,High,Yes,Yes
EMP-02805,42,Female,"Sales Executive",8030,1,2,13.5,4,204.4,12,3,0,4,2,36-45,Medium,Yes,Yes
EMP-02808,39,Male,Analyst,7927,4,3,26.9,5,154.4,13,13,3,5,2,36-45,Medium,No,Yes
EMP-02817,39,Female,Analyst,10204,1,2,1.9,2,193.4,10,7,0,4,2,36-45,High,No,Yes
EMP-02818,44,Female,Analyst,9923,2,2,12.5,3,216.1,10,5,0,2,2,36-45,High,Yes,Yes
EMP-02823,46,Male,"Data Scientist",10603,3,1,15.5,2,190.2,24,19,1,3,2,45+,High,No,Yes
EMP-02828,47,Female,Manager,10829,2,2,10.7,4,204.2,27,20,0,4,2,45+,High,Yes,Yes
EMP-02838,46,Female,Analyst,11468,4,2,5.1,2,216.5,14,9,1,3,2,45+,High,Yes,Yes
EMP-02847,38,Female,"Sales Executive",6798,4,3,12.1,8,166.4,16,15,4,2,2,36-45,Medium,No,Yes
EMP-02856,36,Male,"Data Scientist",9155,1,3,13.8,5,235.4,10,7,3,3,2,36-45,High,Yes,Yes
EMP-02861,42,Female,"Software Engineer",8932,4,2,3.3,7,130.4,20,16,0,3,2,36-45,Medium,No,Yes
EMP-02865,42,Female,"Data Scientist",9498,2,2,2.4,8,185.7,11,9,6,4,2,36-45,High,No,Yes
EMP-02868,40,Female,Analyst,6361,1,4,15.8,3,215.9,15,8,2,2,2,36-45,Medium,Yes,Yes
EMP-02870,33,Male,Analyst,6803,3,3,1.6,6,150.2,11,10,6,3,2,26-35,Medium,No,Yes
EMP-02883,39,Female,"Data Scientist",10491,3,1,9.3,7,160.4,17,9,2,3,2,36-45,High,No,Yes
EMP-02887,34,Male,Analyst,9352,1,2,2.4,3,201.8,7,5,6,3,2,26-35,High,Yes,Yes
EMP-02888,39,Female,"HR Specialist",6848,1,3,43.6,7,148.9,13,10,3,3,2,36-45,Medium,No,Yes
EMP-02891,37,Female,Analyst,5770,4,2,14.8,5,225.5,7,7,3,3,2,36-45,Medium,Yes,Yes
EMP-02908,32,Female,"Sales Executive",9077,4,2,7.5,3,184,9,9,4,1,2,26-35,High,No,Yes
EMP-02909,48,Female,Analyst,11478,3,3,4,5,188.1,17,12,1,1,2,45+,High,No,Yes
EMP-02912,33,Female,"Data Scientist",9802,3,3,14.9,2,215.6,11,11,0,1,2,26-35,High,Yes,Yes
EMP-02915,32,Male,"HR Specialist",5741,1,2,15.4,3,212.2,7,3,4,3,2,26-35,Medium,Yes,Yes
EMP-02918,42,Female,"Data Scientist",10666,2,2,3,5,167.7,16,15,3,3,2,36-45,High,No,Yes
EMP-02919,39,Male,"HR Specialist",10129,4,2,5,2,153.8,12,11,5,3,2,36-45,High,No,Yes
EMP-02929,50,Male,"Data Scientist",11251,1,3,8.9,4,190.6,13,6,5,2,2,45+,High,No,Yes
EMP-02931,40,Female,Manager,8081,4,3,4.2,3,142.9,17,14,5,2,2,36-45,Medium,No,Yes
EMP-02946,36,Male,Manager,8026,2,3,11.7,8,145.4,11,10,5,5,2,36-45,Medium,No,Yes
EMP-02951,34,Female,"Sales Executive",10394,1,3,1.3,3,171,12,9,6,4,2,26-35,High,No,Yes
EMP-02954,40,Female,Manager,8133,3,3,8.3,2,207,20,15,1,5,2,36-45,Medium,Yes,Yes
EMP-02966,41,Female,"Software Engineer",10097,2,2,16.8,8,158.1,19,19,0,3,2,36-45,High,No,Yes
EMP-02981,44,Male,"Sales Executive",7870,2,2,16.8,4,145.9,15,7,1,1,2,36-45,Medium,No,Yes
EMP-02983,41,Male,Analyst,10679,2,4,25.1,3,170.1,12,9,1,1,2,36-45,High,No,Yes
EMP-02986,40,Male,Analyst,8116,4,2,26.4,3,200.2,16,13,6,4,2,36-45,Medium,Yes,Yes
EMP-02987,33,Male,"Sales Executive",9157,3,2,16.4,3,183.3,12,8,5,1,2,26-35,High,No,Yes
EMP-02988,35,Female,"HR Specialist",10700,3,1,9.9,3,206.4,6,6,5,2,2,26-35,High,Yes,Yes
EMP-03002,43,Female,"HR Specialist",9027,2,1,12.8,5,135.6,18,16,5,3,2,36-45,High,No,Yes
